protein	log2FC	p-val
efp	-0.026	0.872
surA	-0.225	0.037
cspD	0.376	0.004
engA	-0.367	0.014
pepB	-0.183	0.009
accB	0.043	0.637
yfbQ	1.029	0.116
thrS	-0.677	9.259e-09
yfgM	0.109	0.589
rpmC	-0.4	1.102e-05
nuoF	0.082	0.196
purR	-0.445	9.21e-05
yfeX	0.276	0.219
arcA	-0.398	1.162e-09
grpE	-0.012	0.887
yceD	-0.538	0.0003851
trpA	0.93	0.0001299
guaA	0.201	0.0007267
gnsA	-0.706	0.0007
crl	-0.897	0.027
rpsO	-0.373	0.002
yfcB	-0.268	0.032
hemY	0.195	0.317
carA	0.511	9.178e-12
ydgH	0.367	0.0002507
secD	0.049	0.934
hisB	0.608	4.212e-08
trxB	0.129	0.025
fumA	0.52	2.08e-06
gyrA	0.07	0.546
rplY	-0.309	2.341e-06
fkpA	0.198	0.495
crp	0.131	0.268
ygdK	-0.571	0.025
rpsH	-0.334	1.319e-06
acnB	0.333	0.0
frmA	-0.267	0.058
atpH	0.239	0.0005406
cusR	-0.766	0.013
mtnN	-0.554	0.087
glnH	0.075	0.26
pykF	0.278	0.0004048
metJ	-0.372	0.033
fnr	-0.038	0.798
slyB	-0.368	0.002
ribH	0.257	0.045
hldD	0.036	0.928
panB	-0.05	0.638
yibN	-0.418	1.886e-07
manA	-0.224	0.159
rne	-0.514	1.398e-10
nusA	-0.166	7.59e-06
mprA	0.051	0.939
rnb	-0.102	0.135
ndk	0.813	1.701e-13
rplT	-0.52	0.002
groL	0.743	0.0
sdhA	0.8	0.0
msrB	0.122	0.495
rhlE	-1.009	0.016
tyrS	-0.044	0.478
hisG	0.46	0.004
nlpA	-0.274	0.0004457
ydfG	0.064	0.68
mioC	-0.285	0.033
ilvE	0.543	4.885e-15
ybhC	0.195	0.052
ilvA	0.54	8.207e-09
crr	-0.103	0.017
nuoC	0.003	0.893
thiC	0.03	0.561
atpA	0.31	0.0
cysI	0.057	0.243
thrB	-0.18	0.297
dapB	0.856	0.001
sucD	1.234	0.0
corC	-0.029	1.0
yjgF	0.134	0.459
nuoG	0.062	0.308
ihfA	-0.169	0.15
ilvC	1.007	0.0
pntB	0.729	1.857e-07
kdsC	-0.175	0.072
aspS	-0.139	0.011
ppiC	0.014	1.0
ycgR	2.899	4e-05
gpmI	-0.301	0.002
oppA	0.547	6.173e-05
potF	-0.216	0.243
ydgA	0.131	0.32
yqjI	-0.231	0.609
rpsC	-0.183	0.005
smpA	-0.273	0.008
aroK	-0.502	4.983e-06
lpp	0.223	0.022
cysS	-0.387	0.041
rpsS	-0.27	0.0002532
leuS	0.052	0.559
pcnB	-0.003	1.0
hslO	0.129	0.279
gmk	0.223	0.311
argA	0.219	0.433
ptsN	-0.213	0.293
cusC	-0.669	0.001
livK	-0.158	0.0007588
aroF	1.112	0.008
ybeZ	0.155	0.376
yaeT	0.149	0.155
rplK	-0.621	1.853e-12
tap	2.729	8.449e-08
purA	0.597	1.11e-13
yraL	0.145	0.331
ppiD	-0.096	0.563
katG	0.528	0.013
argG	0.699	0.0
ompC	-0.72	0.0001112
aroH	-0.393	0.005
rplB	-0.131	0.01
guaB	0.264	8.391e-06
mdh	0.26	1.227e-08
speA	0.148	0.542
prfB	-0.568	0.001
sucB	0.464	0.029
rplD	-0.269	0.0001169
nuoI	-0.552	0.00086
erpA	0.071	0.561
nusG	-0.341	3.745e-06
fis	0.261	0.046
leuC	1.117	0.0
talB	0.313	0.000163
yhcB	-0.067	0.429
rpsB	-0.198	8.124e-05
kdgR	0.037	0.953
nuoA	0.535	0.371
gnd	0.246	4.043e-07
hisP	0.147	0.611
yfiO	-0.4	0.315
nrdA	0.002	0.863
nagZ	0.078	1.0
mreB	-0.327	2.042e-05
slyD	-0.045	0.811
yjgD	0.156	0.199
apt	-0.08	0.232
yfgL	-0.722	0.859
prc	-0.003	1.0
tonB	0.083	0.643
pyrH	-0.04	0.788
ptsG	0.767	3.172e-05
atpC	0.424	0.043
yggS	-0.024	1.0
rpsN	-0.397	0.013
ybiC	0.327	0.006
rpmF	-0.16	0.023
copA	0.167	0.336
argH	0.578	0.002
rplO	-0.212	0.0001711
nlpB	0.058	0.697
purT	0.405	0.004
secG	-0.144	0.306
gpmA	0.144	0.017
ghrA	0.011	1.0
rpsM	-0.412	3.067e-11
rplU	-0.404	0.008
def	-0.079	0.419
ycfP	-0.455	0.035
pyrG	0.059	0.379
hisS	0.158	0.006
folB	-0.19	0.376
typA	-0.052	0.362
lysS	-0.0008937	0.771
fur	-0.284	0.012
cysJ	0.056	0.215
luxS	0.317	0.005
sspB	-0.161	0.255
cysM	-0.224	0.004
ssb	-0.024	1.0
pth	0.115	0.514
ndpA	-0.452	0.004
rpsD	-0.397	1.227e-12
rho	-0.433	2.077e-11
yajQ	-0.328	1.752e-05
nadE	0.201	0.119
ispG	-0.381	0.0003878
upp	-0.688	1.317e-09
ycfM	-0.239	0.249
metK	0.246	1.311e-08
tolB	0.233	0.866
fliG	2.009	0.001
thiD	0.115	0.648
argE	0.358	0.0004481
lrp	0.089	0.241
gcvT	0.174	0.179
stpA	1.171	3.257e-11
yebC	0.022	1.0
yfdH	0.526	0.044
dnaN	-0.294	0.064
atpE	0.337	0.042
rpmD	-0.382	0.004
pepD	0.481	0.02
speD	0.297	0.137
ydiI	0.05	0.787
deoD	0.08	0.495
metL	0.202	0.103
rpsJ	-0.665	1.963e-13
rbsB	1.399	0.0
fabI	0.553	8.216e-15
tar	4.402	0.0
argI	1.263	0.00036
proS	0.056	0.301
rplE	-0.469	0.0
aspC	0.119	0.036
murE	-0.097	0.576
kdpC	0.062	0.789
clpX	-0.094	0.095
purE	0.422	0.021
rpsQ	-0.172	0.367
metG	0.134	0.083
rnc	-0.485	0.003
rpsR	-0.473	9.987e-06
artI	-0.237	0.194
deoC	0.214	0.328
folE	0.232	0.027
traT	-0.164	0.141
nmpC	1.68	0.0
atpD	0.263	3.542e-12
cusB	-0.173	0.125
mipA	0.302	0.044
rsmE	0.239	0.351
kdpB	0.096	0.318
serS	-0.064	0.886
thrA	-0.109	0.003
ompT	0.109	0.092
clpA	0.152	0.333
rpoC	0.027	0.492
rpsL	-0.279	0.0009577
yliJ	0.237	0.261
wzzB	-0.308	0.023
purH	0.738	2.452e-11
rplV	-0.155	0.002
pgk	0.727	0.0
ydjA	-0.205	0.224
pepA	-0.507	0.973
ybiT	0.085	0.956
