protein	log2FC	p-val
nagA	-0.056	1.0
msbA	-1.782	0.006
fldA	-0.219	0.114
rluC	-0.839	0.455
mqo	-0.512	0.009
secB	-0.108	0.603
rnc	-0.857	0.00036
arnA	0.934	0.002
pyrC	0.926	0.024
hisD	0.905	7.16e-05
mprA	0.193	0.279
rimM	0.226	0.378
yraP	0.406	0.182
thiG	1.374	6.442e-09
tpiA	1.635	6.735e-10
panC	0.378	0.021
atpF	0.461	8.068e-07
prs	0.117	0.024
deoC	0.459	0.115
pheT	1.0	3.109e-15
rcsB	-0.54	1.489e-05
bioB	0.467	0.108
dppA	-0.243	1.538e-06
yfbQ	1.278	0.039
cysM	-0.578	0.00036
nusG	-0.607	3.661e-06
yjjK	0.399	3.566e-06
hns	-0.85	0.0
tap	3.747	2.076e-11
slyB	-0.432	0.0002722
gnd	0.779	0.0
yrbD	-0.499	0.003
cheW	7.623	3.216e-09
cspE	0.309	0.01
ompF	-0.768	6.923e-13
smpA	-0.441	0.001
trpC	0.346	0.06
cspC	-0.251	0.001
rplP	-0.049	0.563
rsmC	-0.384	0.753
fbaA	1.495	0.0
glnH	0.133	0.108
frmA	-0.826	0.00036
rpsH	-0.626	6.64e-12
crl	-0.254	0.765
metN	-1.111	6.634e-07
ybcJ	-0.382	0.097
katG	1.317	1.24e-05
pepB	-0.39	0.0004515
ydfG	0.175	0.11
ptsG	1.255	1.885e-13
gcvT	0.102	0.48
dnaJ	-2.949	0.0001
nadE	0.322	0.033
clpX	-0.431	1.966e-05
nlpD	-0.368	0.132
nuoF	-0.182	0.098
hemY	0.631	0.013
infC	0.071	0.378
rplJ	-0.421	2.137e-06
ycfP	-0.602	0.018
nifU	0.294	0.051
cyoA	0.014	0.98
eno	0.684	0.0
speD	0.938	0.0001498
rplF	-0.427	2.665e-14
rpoA	-0.357	7.105e-14
ribH	0.66	9.152e-09
atpG	0.625	4.817e-06
ghrA	-0.548	0.007
accA	-0.109	0.058
asnB	1.147	0.0001142
rpsQ	-0.545	0.008
yggS	-0.333	0.242
ybhC	-0.242	0.473
pspA	-2.342	8e-05
groS	0.702	0.0005002
nuoA	-0.395	1.0
rpmI	-0.291	0.037
livG	0.417	0.001
ahpC	0.343	5.393e-12
ilvD	-0.258	2.118e-09
pepD	0.883	0.002
purM	0.788	1.643e-07
yfgM	0.073	0.824
pspB	-1.622	0.00014
sucA	1.894	0.0
grpE	-0.169	0.043
yhcB	-0.05	0.511
wzzB	-0.88	0.008
metQ	0.732	0.0
tsr	5.191	0.0
rpsD	-0.617	0.0
cirA	1.016	0.004
murA	-0.315	0.0001456
fabF	-0.693	5.451e-05
trpA	1.356	4.491e-06
ompA	0.098	0.027
elbB	0.263	0.17
yfcB	-0.43	0.042
gmhA	-0.135	0.153
manX	1.122	1.751e-05
pheA	0.23	0.126
htpG	0.338	0.0004773
rplV	-0.209	6.439e-05
kdpA	-0.102	0.525
rpsU	-0.178	0.014
livK	-0.637	4.019e-14
nusA	-0.366	8.349e-14
metE	1.145	0.0
rplY	-0.547	3.573e-10
leuA	0.173	0.02
thiB	0.314	0.01
kdsC	-0.21	0.065
accC	0.506	1.025e-11
mipA	0.565	0.002
hisP	0.557	0.002
cysJ	0.2	4.629e-05
cmk	0.544	0.21
oppA	1.155	1.725e-07
avtA	0.09	0.642
yhdL	-5.035	0.0001
can	0.648	2.112e-10
nuoI	-1.043	0.00084
usg	-0.216	0.512
yibN	-0.796	6.329e-10
fdx	-0.875	8e-05
ompT	0.111	0.081
zwf	-0.022	0.607
rplE	-0.988	0.0
rpsC	-0.128	0.013
acrA	0.139	0.602
metJ	-0.66	0.03
nmpC	2.92	0.0
aroG	0.446	2.317e-11
folE	0.592	0.0002319
yfiO	0.351	0.042
ftsZ	0.061	0.13
tsf	0.857	0.0
purL	0.696	0.0
glmM	0.302	0.058
infB	-0.578	0.0
aroB	-0.054	0.828
lrp	0.341	0.0002655
aldA	3.635	2e-05
mdoG	0.047	0.98
ahpF	-0.369	4.346e-05
pepN	-0.014	0.46
rraA	-0.21	0.067
ybiC	0.587	2.646e-06
fis	-0.126	0.348
metH	0.26	0.054
serA	0.935	1.554e-15
leuS	0.071	0.159
ycfD	0.091	0.909
thiC	0.344	0.0001933
ilvC	1.621	0.0
rpsI	-0.376	0.001
clpB	0.166	0.028
rplO	-0.332	1.849e-07
gcvP	0.728	0.01
guaA	0.199	0.007
yfgL	-0.097	0.196
pflB	1.019	3.475e-13
dapB	1.733	0.00044
tyrS	0.201	0.009
purD	0.963	1.981e-06
exbB	1.261	0.017
guaC	1.139	0.003
gyrB	1.074	0.001
yjgF	0.46	0.0004568
dut	0.212	0.178
surA	-0.455	0.0001207
borD	-1.444	1.304e-07
yebC	-0.092	0.639
dapA	-0.03	1.0
mreB	-0.681	1.126e-05
gyrA	-0.115	0.203
yrbF	-0.53	0.026
ybgF	-0.852	0.017
rpoD	0.191	0.368
hisJ	1.603	0.0
rpsT	-0.514	1.309e-07
oxaA	0.068	0.721
yciT	-1.418	0.00098
atpH	0.504	3.467e-07
fliC	6.875	0.0
rplC	-0.695	6.313e-09
fusA	-0.285	1.11e-15
bcp	1.162	0.00022
ilvE	0.738	0.0
rpsA	0.061	0.098
ppa	-0.016	0.404
yfcD	1.558	0.00084
ubiE	0.09	1.0
sopA	-0.56	0.004
argB	0.624	2.42e-06
alaS	-0.098	0.12
fhuA	-0.191	0.032
pntA	1.289	0.0
