protein	log2FC	p-val
yhdL	-1.436	0.00068
yfgM	0.036	1.0
pssA	0.121	0.716
rplS	-0.284	0.001
pheS	0.306	0.057
lrp	-0.167	0.02
artJ	0.36	1.487e-07
yjgF	0.299	0.119
metF	-0.093	0.059
trpE	0.251	0.111
trpS	-0.121	0.372
hupB	0.115	0.069
fldA	-0.445	0.034
sodB	0.115	0.057
argA	-0.052	0.834
ribH	0.129	0.658
gnsA	-0.517	0.006
iscR	-0.261	0.005
ftsY	-0.215	0.109
ycfP	-0.139	0.31
yciT	-0.512	0.005
usg	-0.269	0.081
cysM	-0.239	0.002
nuoA	-1.015	1.0
nmpC	0.743	0.0
yrbD	-0.342	0.013
pheT	0.171	0.031
yihD	-0.253	0.21
eno	0.182	0.0009572
rcsB	-0.206	0.015
rpmD	-0.2	0.123
nuoF	-0.3	0.047
metN	-0.189	0.017
yliJ	0.155	0.571
rpsD	-0.248	1.197e-05
pnp	-0.227	9.933e-09
cusB	-0.331	0.006
trpA	0.506	0.0002991
secD	-0.048	0.551
pflB	0.3	0.0004101
ppc	0.331	3.948e-07
fhuA	-0.201	0.005
slyB	-0.192	0.055
nuoI	-0.437	0.01
rpsQ	-0.27	0.026
ydjA	-0.065	1.0
kdsA	0.162	0.38
thrA	-0.169	1.106e-05
hslO	-0.172	0.412
sdhA	0.287	1.464e-08
rplA	-0.388	2.52e-12
pifC	-0.12	0.622
nifU	0.012	0.992
suhB	-0.076	0.633
ybeZ	-0.052	0.849
yggX	0.415	0.001
rluB	-0.592	0.038
gmhA	-0.306	0.0001196
rpmF	-0.214	0.004
carB	0.186	2.666e-06
trxB	-0.015	0.845
purT	0.117	0.37
thiG	0.303	0.007
fnr	-0.154	0.092
cusR	-0.555	0.017
rpoB	-0.075	0.004
rplD	-0.135	0.03
pgm	-0.357	0.662
rpmI	-0.137	0.164
gltX	-0.083	0.1
ppsA	0.553	0.0003298
xthA	0.009	1.0
rpsE	-0.315	0.0001962
rpsK	-0.284	8.103e-10
yrbF	-0.191	0.209
rpoZ	0.031	1.0
fliY	0.137	0.225
sucB	0.481	8.03e-06
cirA	0.111	0.612
surA	-0.259	0.021
fabZ	-0.219	0.0002031
yibN	-0.292	1.594e-05
thiD	-0.054	1.0
kdpB	-0.132	0.11
ilvE	0.274	4.919e-06
wzzB	-0.174	0.138
ndh	-0.192	0.159
rplV	-0.103	0.013
thrS	-0.459	8.921e-08
mipA	-0.76	0.001
leuB	-0.03	0.534
alaS	-0.092	0.051
gpmI	-0.166	0.019
gltA	0.345	1.073e-10
cheY	2.519	1.218e-06
ghrA	-0.101	0.409
metG	-0.003	0.873
ptsG	0.211	0.02
lpdA	0.049	0.488
hisB	0.314	1.959e-05
folE	0.022	0.641
yegQ	-0.27	0.129
ppiC	0.101	0.486
ubiE	0.229	0.054
crr	0.075	0.08
thiI	-0.131	0.757
yfiO	-0.134	0.444
def	-0.07	0.561
gapA	0.269	2.683e-06
ptsI	0.045	0.665
ffh	-0.179	0.235
hisJ	0.42	0.0
cysN	0.184	0.001
pepP	0.287	0.157
pspA	-1.133	7.053e-07
murE	-0.16	0.207
trxC	-0.124	0.474
solA	0.186	0.117
argC	0.389	0.05
hemL	-0.1	0.921
secG	0.101	0.445
dacA	0.916	0.008
gpt	-0.241	0.093
rdgB	-0.112	0.383
fabF	-0.307	0.051
betB	-0.895	0.011
kdgR	0.019	1.0
tufA	-0.186	1.904e-08
ynfB	-0.237	0.127
efp	0.012	0.997
purL	0.078	0.175
purR	-0.258	0.029
cysP	-0.16	0.026
tpx	0.066	0.204
acrB	0.103	1.0
yfgD	0.178	0.453
ygdK	-0.332	0.149
gnd	0.097	0.014
mdoG	0.08	0.635
nlpA	-0.237	0.001
yhcB	-0.117	0.144
tyrB	0.192	0.152
purC	0.243	0.007
accC	0.12	0.035
dnaK	0.084	0.025
pth	-0.015	0.799
metE	0.264	0.0
dppA	0.014	0.835
rpsP	-0.392	2.932e-05
yceD	-0.321	0.017
purA	0.231	2.648e-06
secB	-0.04	0.824
lon	-0.004	0.63
pykA	0.249	0.032
sspA	-0.156	0.203
purE	-0.051	0.476
rpsC	-0.098	0.1
ftsZ	0.07	0.313
cheZ	1.769	1.319e-05
proB	0.233	0.149
ydgA	-0.05	0.776
cspE	0.14	0.119
argG	0.282	3.169e-09
ppiD	-0.012	0.779
argB	0.318	0.0005056
accD	-0.2	0.238
rplO	-0.154	0.004
trxA	0.002	0.861
aroB	-0.222	0.107
typA	-0.126	0.011
rpmC	-0.401	1.691e-05
pykF	0.136	0.134
metQ	0.176	2.625e-05
argD	0.159	0.002
aroA	0.341	0.073
proS	-0.048	0.352
upp	-0.456	1.521e-09
pntB	0.526	1.417e-07
ackA	-0.096	0.064
ygiF	-0.121	0.797
cysK	-0.264	6.758e-10
sucA	0.501	0.0
rplN	-0.402	1.886e-09
fabD	0.022	0.658
gpmA	0.048	0.189
cspD	0.172	0.07
srmB	-0.354	0.04
aroF	0.799	2.044e-05
mtnN	-1.004	0.002
leuA	0.081	0.308
ecnB	-0.379	0.047
rplY	-0.282	2.045e-06
smpA	-0.242	0.025
pta	0.036	0.602
cysI	-0.064	0.182
zwf	-0.083	0.19
aroG	0.197	0.0001967
sucC	0.557	0.0
nlpB	-0.013	0.96
nuoB	0.125	0.231
gltI	0.493	3.077e-09
kdsC	-0.212	0.103
crl	0.015	1.0
mraW	-0.54	0.027
traT	-0.279	0.01
yhbY	-0.015	1.0
fdx	-0.213	0.063
iscS	-0.34	6.298e-08
rplU	-0.356	0.006
ilvB	0.335	0.002
rpsR	-0.244	0.005
htpG	0.169	0.001
yajQ	-0.132	0.006
rpsS	-0.218	0.002
cysH	0.034	1.0
ybgF	-0.143	0.026
rplR	-1.879	2.382e-05
frr	-0.161	0.02
tonB	-0.097	0.592
fkpA	0.24	0.033
ybiT	0.147	0.355
lysC	0.321	9.391e-07
sucD	0.533	0.0
trpB	0.218	0.187
ppa	-0.065	0.269
cheW	2.449	2e-05
rplI	-0.202	0.0004673
pcnB	0.073	0.866
purM	0.191	0.016
fabI	0.171	2.679e-05
dapA	-0.2	0.062
pfkA	-0.102	0.457
kdpA	-0.036	0.963
aspS	0.005	0.552
frmA	-0.153	0.334
gmk	-0.108	0.54
trpD	0.469	0.06
oxaA	-0.111	0.482
asd	0.601	1.79e-06
oxyR	-0.188	0.057
acnB	0.021	0.514
rpsL	-0.277	0.0006812
aspC	-0.089	0.138
slyA	0.308	0.358
sdhB	0.291	8.092e-06
yncE	0.063	0.282
leuS	-0.048	0.347
purU	-0.168	0.01
ilvC	0.561	0.0
rne	-0.386	3.519e-09
potD	0.323	0.0001126
serA	0.311	8.555e-07
infC	-0.298	8.189e-06
pepN	-0.078	0.656
gltD	0.231	1.038e-05
fbaA	0.437	3.699e-10
fabB	-0.094	0.449
ilvG	0.044	0.717
ybaB	-0.038	0.865
thrC	-0.235	7.372e-09
ompA	0.03	0.475
katG	0.304	0.057
tar	2.454	0.0
yfdH	0.258	0.147
corC	-0.166	0.567
yaeT	-0.067	0.452
metJ	-0.281	0.081
rpsJ	-0.491	5.445e-10
atpG	0.206	0.154
thiF	0.09	0.555
ilvD	0.041	0.31
tig	-0.194	3.183e-07
leuD	0.407	8.492e-11
purB	0.11	0.353
nfuA	-0.136	0.311
folB	-0.298	0.042
tktA	0.088	0.122
rpmG	-0.162	0.114
ompT	0.046	0.747
rhlE	-0.872	0.003
lysS	-0.141	0.064
yajG	-0.159	0.232
dut	-0.251	0.463
bcp	0.328	0.004
deoD	-0.275	0.105
fliC	2.666	0.0
recA	0.118	0.208
lptB	-0.022	0.918
fis	-0.056	0.851
yifE	-0.076	0.329
purF	0.016	0.698
rplK	-0.511	1.431e-09
rpsT	-0.195	0.0003443
yraL	0.044	0.929
serC	0.261	8.425e-09
oppA	0.451	0.002
zipA	-0.359	0.073
pyrH	-0.071	0.48
groS	0.1	0.45
thrB	-0.104	0.632
dapD	0.303	5.389e-08
pyrD	-0.058	0.959
metA	0.199	0.008
glyQ	-0.092	0.34
pyrG	-0.067	0.246
rplJ	-0.326	0.0002724
cheA	2.843	0.0001
rnb	-0.155	0.027
speA	-0.174	0.402
gltB	0.267	0.0
ompC	-0.522	8.895e-06
hinT	-0.042	1.0
potF	-0.103	0.8
fumA	0.26	0.0001355
prlC	0.141	0.048
ybbO	-0.545	0.456
yfgL	-0.636	0.009
rpsO	-0.27	0.014
adk	0.09	0.476
topA	-1.125	0.005
mdh	0.064	0.477
fabG	-0.129	0.042
yeeX	-0.61	0.00044
skp	-0.107	0.539
gyrA	0.027	0.823
uspA	0.397	0.0001491
ahpF	-0.3	0.007
fur	-0.068	0.597
rpsM	-0.346	1.762e-11
metI	-0.104	0.356
rpsF	-0.479	2.535e-07
erpA	-0.19	0.069
fabH	-0.143	0.075
cyoA	-0.101	0.259
yiaF	-0.177	0.245
nlpD	-0.044	1.0
sfcA	0.168	0.415
yjgD	-0.175	0.758
yeiP	0.172	0.52
sodA	0.14	0.103
rpsH	-0.309	2.42e-05
glnA	0.211	8.611e-05
apt	-0.017	0.474
glnH	-0.185	0.022
arcA	-0.223	3.633e-05
gcvT	0.009	1.0
argH	0.341	0.011
phoP	-0.36	0.303
proQ	-0.064	0.227
hisC	0.251	0.032
dapB	0.573	0.001
livK	-0.071	0.141
dnaN	-0.284	0.103
damX	-0.143	0.266
hns	-0.296	1.426e-08
nuoC	-0.003	0.548
valS	-0.048	0.405
trmJ	-0.331	0.024
aroH	-0.317	0.022
tolC	-0.109	0.116
btuB	0.106	0.434
rplC	-0.485	2.805e-05
nusA	-0.162	1.046e-05
grpE	-0.099	0.192
luxS	0.334	0.002
cspA	-1.662	8.967e-08
gshA	0.035	0.991
purH	0.314	1.54e-05
cysS	-0.323	0.068
kdsB	0.009	1.0
dksA	-0.126	0.151
cysA	0.32	1.0
rplT	-0.342	0.0004908
rpsI	-0.217	0.042
rraA	-0.202	0.359
yhgF	0.073	0.57
leuC	0.503	1.221e-10
cspC	-0.011	1.0
panB	-0.018	0.757
ihfA	0.029	0.975
exbB	1.135	0.007
tpiA	0.325	0.0003132
icd	0.299	9.093e-12
purD	0.166	0.121
yhjE	0.43	0.003
can	-0.009	0.949
rplE	-0.382	4.441e-16
arnA	-0.091	0.859
aroE	0.103	0.896
clpX	-0.138	0.073
serS	0.062	0.731
gor	0.124	0.527
ndk	0.587	2.23e-11
nrdB	-0.167	0.898
rplB	-0.161	0.001
artP	-0.345	0.022
talB	0.088	0.265
prfC	-0.444	0.003
ydiJ	0.076	0.364
atpD	0.085	0.022
accB	-0.0008715	0.816
hisS	0.094	0.136
clpA	0.067	0.983
ybeD	-0.441	0.13
atpE	0.184	0.159
ssb	-0.039	0.808
argS	-0.07	0.546
ybbN	0.104	0.274
pepD	0.09	0.579
yicC	-0.074	0.805
nudE	0.038	1.0
eda	-0.126	0.113
aroK	-0.304	0.0008524
tyrA	0.271	0.201
greA	-0.254	0.023
kdpC	-0.235	0.213
rnc	-0.369	0.017
glnS	-0.002	0.828
ribE	-0.238	0.115
acrA	0.069	0.763
rho	-0.397	8.457e-11
rpsA	-0.096	0.004
nadE	-0.051	0.785
yjjK	-0.042	0.779
atpH	0.072	0.202
rbfA	-0.475	0.0001136
pmbA	-0.135	0.602
prfB	-0.116	0.411
mprA	-0.034	1.0
hslU	0.06	0.566
ydjN	-0.208	0.019
rpmE	-0.377	0.001
crp	0.043	0.732
murA	-0.128	0.084
ispG	-0.486	0.0001583
minE	0.114	0.213
elbB	-0.018	1.0
ydfG	-0.077	0.411
flgN	1.423	0.008
thiC	-0.047	0.711
rpoC	-0.097	0.0002606
panC	-0.131	0.531
lpp	0.017	0.785
ycgR	2.353	0.00022
gcp	-0.485	0.034
tsf	0.116	0.018
rpsB	-0.225	8.101e-05
glnB	0.034	0.818
artI	-0.099	0.72
ybgI	-0.024	1.0
sopA	-0.546	0.0005119
glmU	0.219	0.088
engD	0.053	0.583
atpC	-0.023	0.804
rbsB	0.554	4.441e-16
pspB	-1.027	0.0002
glmS	0.379	1.769e-05
secA	-0.508	3.22e-06
yqjI	0.551	0.38
argE	0.152	0.169
ileS	-0.122	0.075
rplF	-0.2	4.165e-05
rplL	-0.308	0.001
borD	-0.478	3.099e-05
rpsG	-0.267	1.546e-08
hupA	0.008	0.74
ompF	-0.074	0.26
hisG	0.255	0.013
tsx	-0.157	0.079
yfcB	-0.191	0.633
yfbU	0.153	0.175
grxD	-0.356	0.008
thiB	-0.045	0.885
ahpC	0.083	0.114
stpA	0.601	8.915e-06
ydgH	0.175	0.033
ycfM	-0.226	0.444
groL	0.312	0.0
adhE	0.012	0.941
pepQ	-0.063	1.0
engA	-0.317	0.026
tyrS	-0.025	0.689
tap	1.475	0.006
rpsN	-0.184	0.212
acpP	-0.341	0.268
manZ	0.49	0.063
