protein	log2FC	p-val
mukE	0.222	0.441
secY	-0.002	0.914
erpA	0.113	0.614
cysA	-0.097	0.878
rpsR	-0.009	1.0
fliM	2.009	0.006
mreB	0.118	0.211
livF	0.214	0.706
slyD	0.398	0.042
ptsG	-1.487	0.008
pyrG	-0.06	0.541
argH	-0.415	0.001
gltL	1.601	6.231e-05
fabD	-0.379	0.001
rplN	-0.19	0.195
pykA	1.226	6.655e-09
murA	0.194	0.699
yeiP	-0.17	0.536
manA	-0.26	0.597
trg	3.259	8.882e-16
serS	-0.086	0.387
bcp	-0.654	0.0008895
trpA	-0.663	0.066
asnB	0.265	0.292
hupA	0.5	1.518e-06
rpsS	-0.194	0.678
ychN	3.934	0.022
ilvE	-0.532	0.0001471
hns	0.991	0.0
nlpA	-0.171	0.258
leuC	0.235	0.003
iscS	0.48	0.004
pykF	-1.126	2.942e-05
rpmC	-0.072	1.0
ybaB	0.135	0.467
mgsA	0.165	1.0
nmpC	0.467	0.009
cysD	-0.255	0.386
typA	-0.248	0.07
ptsI	-0.898	2.425e-09
rpsO	-0.082	0.879
yfgM	0.284	0.407
lrp	1.015	0.001
ydgA	-0.827	0.008
tsr	2.172	0.0
nifU	0.56	0.108
rbsD	1.126	0.004
metA	0.194	0.301
sstT	4.338	0.071
hscA	0.465	0.272
rpmI	-0.223	0.109
gltI	1.422	0.0
cheA	2.337	0.0
sucD	1.351	0.0
gpmI	-0.55	0.039
argG	-0.629	2.11e-11
zapB	-0.088	0.512
gmhA	0.683	0.077
yajG	0.35	0.013
rpsM	-0.083	0.409
rpmB	-0.046	0.986
gsiB	2.003	0.302
aroF	-0.057	1.0
rraA	-4.91	0.002
dnaJ	1.572	0.038
metE	-0.757	0.0
pgi	-0.391	0.047
fabG	0.047	0.985
pal	-0.3	0.002
trxB	0.386	0.038
arnB	0.029	1.0
mglA	3.179	3.658e-08
rpoD	0.455	0.146
lysA	0.182	0.739
groL	0.572	0.0
ycgR	2.638	0.00014
rpsK	-0.116	0.15
accA	-0.072	0.615
acs	3.582	0.0
guaA	-0.518	0.0001063
fis	-1.357	0.00018
ileS	-0.053	0.74
nadE	0.144	0.667
ghrB	0.938	0.022
ydeN	1.527	0.0005484
aceE	-0.345	2.066e-07
yicC	0.034	1.0
ghrA	0.262	0.401
metN	0.545	0.00066
ribH	0.061	0.84
purT	-0.265	0.227
argD	0.077	0.364
ppsA	0.811	4.968e-06
nuoA	0.471	0.13
secG	-0.174	0.85
rpsH	-0.231	0.244
lysC	0.06	0.264
lepA	0.011	1.0
glmS	-0.144	0.171
cysK	-0.064	0.238
argA	0.193	0.546
secA	0.412	0.306
crp	2.143	0.001
ybbN	0.179	0.251
rpsN	-0.202	0.466
rho	-0.093	0.532
minD	0.462	0.024
panC	-0.323	0.84
galM	-0.068	0.319
alaS	0.104	0.098
degP	1.501	8.651e-09
metB	0.6	0.027
nuoG	0.453	0.0009411
purH	-0.147	0.11
ybeD	0.316	0.366
ygfZ	0.664	0.038
rbsC	2.287	0.004
ndk	1.119	0.0
aldA	3.205	0.0
acnB	1.34	0.0
fbaA	-0.252	0.0008265
hisH	-0.204	0.296
cheW	2.601	2.004e-10
mtnN	0.58	0.144
crr	-0.659	1.785e-07
luxS	-0.022	0.812
dcp	0.741	0.03
rpsP	-0.11	0.2
nrdA	0.191	0.036
talB	0.205	0.035
rne	-0.068	0.637
kdsB	0.019	1.0
dppA	1.335	0.0
rplT	-0.012	0.57
nlpB	0.561	3.963e-05
ilvI	0.316	0.45
nusG	0.029	1.0
cysM	0.128	0.525
leuB	0.31	0.008
pmbA	-0.798	0.049
mdh	0.324	8.321e-11
metH	-0.287	0.336
ilvD	-0.239	0.001
fabI	-0.177	0.103
yjeI	0.692	0.007
yjjK	0.289	0.071
rplP	0.008	0.908
amn	0.605	0.075
infC	0.007	0.798
rplM	-0.151	0.17
arnA	0.257	0.371
ybiC	-0.266	0.214
rpoA	0.14	0.049
argS	-0.142	0.574
aroA	-1.233	0.0003836
fabB	0.32	0.028
fliA	0.906	0.023
nrdB	-0.719	0.159
aroK	0.313	0.58
rplV	-0.054	0.381
galU	0.064	0.861
flgL	1.777	0.00098
cspE	0.012	0.362
hflC	0.375	0.413
hisP	0.149	0.621
fkpA	0.531	1.142e-05
cspD	3.049	4e-05
ahpC	0.648	3.635e-13
pyrD	0.716	0.031
yhcB	0.521	0.015
degQ	0.785	0.027
deaD	-1.552	0.014
thrA	-0.362	9.337e-06
rplL	-0.02	0.923
yifE	0.185	0.214
sthA	1.982	0.0001096
glcB	1.246	0.012
dnaK	0.296	2.917e-07
gcvP	0.17	0.346
tsf	-0.118	0.073
zwf	0.569	0.013
surA	-0.263	0.475
cysI	-0.216	0.017
pckA	2.196	0.0
cysC	-0.272	0.378
rplW	0.038	1.0
galE	-1.123	4.939e-11
dapB	-0.315	0.065
dapD	-0.437	3.163e-06
ftsZ	0.199	0.024
rpsI	-0.229	0.836
folE	-0.118	0.701
clpX	0.032	0.936
prlC	0.024	0.892
thiF	0.165	0.593
gapA	-0.42	1.516e-07
proQ	-0.295	0.48
rpmF	-0.348	0.017
rnb	-0.385	0.305
yjcZ	3.461	1.011e-07
rplR	0.973	0.305
accB	0.046	1.0
thiG	0.172	1.0
groS	0.468	0.016
efp	-0.417	0.041
hisG	-0.099	0.437
lpp	0.786	2.748e-06
rpmA	0.098	0.851
gyrB	-0.153	0.559
fumA	1.525	0.0
flgN	2.072	2.391e-07
gltJ	1.756	0.004
gltB	-0.649	0.0
ndpA	-0.536	0.25
yfcZ	-0.548	0.26
nuoB	-0.099	0.98
purL	-0.014	0.755
hisF	0.281	0.111
pheS	0.7	0.047
glnH	1.253	0.00038
mrp	0.563	0.146
rpsD	-0.191	0.018
purA	-0.241	0.011
thrC	-0.415	1.379e-07
lon	0.245	0.038
sdhA	0.95	0.0
fusA	-0.098	0.014
iscR	0.497	0.02
tolB	0.078	0.486
ydgH	0.466	0.0004851
thiB	-0.066	0.746
trpD	-0.262	0.306
ydjA	1.08	0.029
fabA	0.297	0.305
rpsC	-0.127	0.044
thiE	3.017	0.264
asd	-0.315	5.068e-05
rplJ	-0.278	0.006
pntA	-0.385	0.0003492
gnd	-0.219	0.003
ackA	0.469	3.322e-06
hisJ	-1.04	0.0
tap	2.356	0.0
oppA	1.383	0.0
atpH	0.403	0.042
ftsE	-0.459	0.177
dnaN	0.384	0.185
serC	-0.529	1.709e-09
galT	-0.362	1.0
leuS	-0.15	0.164
elaB	1.499	0.00044
atpD	0.375	1.108e-11
stpA	-0.139	0.167
tktA	0.211	0.012
rpiA	0.318	0.157
pepP	0.821	0.076
solA	-0.362	0.433
rplX	0.194	0.378
tyrS	-0.068	0.357
tufA	0.059	0.244
argB	0.008	0.611
leuA	0.333	0.002
clpB	0.718	1.316e-06
elbB	0.493	0.016
ompF	0.892	0.005
atpG	0.291	0.395
hisC	0.052	0.792
livK	-0.378	0.012
livJ	0.038	0.779
rpoZ	-0.052	0.662
gabT	1.551	0.004
ilvG	0.329	0.082
sdhB	0.975	2.58e-12
uspA	0.514	0.001
tar	2.686	0.0
hupB	1.104	2.057e-07
ilvA	0.012	0.695
topA	-0.814	0.094
skp	0.596	5.258e-05
valS	-0.148	0.375
rplE	-0.089	0.054
suhB	0.161	0.645
kdsD	0.269	0.467
nuoC	0.771	4.804e-07
rplD	-0.186	0.034
accD	0.286	0.396
yhjE	0.388	0.106
yifL	0.221	0.477
glyQ	0.045	1.0
zipA	0.251	0.299
argE	-0.197	0.14
lptB	0.935	0.004
dacA	0.069	0.795
leuD	0.03	0.761
fliD	2.763	3.691e-12
engD	-0.478	0.016
ppc	-0.317	0.0002601
rpsQ	-0.122	1.0
pnp	0.478	3.379e-06
ahpF	-0.395	0.054
proS	0.222	0.151
fadA	0.918	0.033
ybjP	0.798	0.091
panB	-0.036	0.873
metL	-0.487	0.557
metG	-0.172	0.51
aspC	0.441	8.848e-12
cysS	0.15	1.0
rpsL	-0.251	0.217
cstA	1.835	0.006
carA	-0.501	0.0001081
yfbU	0.244	0.246
trpS	-0.04	0.481
minE	0.452	0.141
fadB	2.557	1.041e-11
ompA	-0.436	8.294e-09
sucC	1.441	0.0
ybeZ	0.546	0.118
purC	-0.084	0.605
yagU	-0.68	0.094
rplA	-0.137	0.026
cyoA	-0.144	0.286
