protein	log2FC	p-val
fliM	-4.03	0.00038
mrp	0.188	0.784
cysC	-1.101	0.004
cspE	-0.63	0.012
cspD	-0.135	0.629
yifE	-0.12	0.451
udp	1.104	0.138
pncB	0.356	0.558
rpsQ	-0.448	0.509
rpsE	-0.648	1.187e-05
ihfA	0.696	7.18e-06
fliY	-0.423	0.031
yajG	-0.499	0.085
fbaB	3.123	2e-05
flu	0.013	1.0
rpmF	-0.744	1.137e-05
borD	-0.955	3.4e-05
ssb	-0.031	1.0
rpe	1.043	0.008
rpsR	-0.502	0.042
ppa	-0.232	0.129
serA	0.506	8.9e-08
thrC	0.462	5.862e-14
tap	-2.479	2.265e-14
nusG	0.005	1.0
iscR	-0.488	0.011
secD	-0.472	0.042
thrA	0.522	0.0
tar	-2.044	0.0
lgt	0.314	0.282
gcp	-0.36	0.74
ybeZ	0.199	0.969
cyoA	0.225	0.054
dhaM	0.909	0.686
argT	0.659	0.006
lpp	-0.049	0.678
katG	0.72	1.27e-08
fklB	-0.347	0.124
groL	-0.241	7.49e-06
aroB	0.591	0.004
slyB	0.505	0.143
mug	0.837	0.058
frmA	-0.079	0.94
typA	-0.01	0.961
ndk	-1.308	1.11e-14
rraA	1.239	3.344e-05
ilvG	0.353	0.035
trpD	-0.859	0.046
cheA	-3.965	1.846e-12
fkpA	-0.12	0.234
yaiE	-0.877	0.179
fabH	-0.007	0.775
rplF	-0.6	8.308e-10
purR	-0.68	0.034
xthA	0.133	0.884
coaBC	0.023	1.0
serB	0.194	0.936
rpsJ	-0.619	0.0001732
ftsA	-0.094	1.0
thiD	0.064	1.0
btuR	0.378	0.349
ydgA	1.148	0.0002186
hisI	0.648	0.068
aroK	0.017	1.0
moaB	0.923	0.013
lon	0.092	0.505
rpsT	-0.626	1.865e-05
ftsY	0.059	1.0
ptsN	0.233	0.847
yeaG	2.189	0.003
yeaD	-0.213	0.492
ydiJ	-1.205	0.016
crl	0.403	0.016
mqo	-0.746	0.033
ubiE	0.372	0.506
fur	0.036	0.992
lysS	-0.495	2.636e-05
thiC	0.028	0.966
argH	1.079	0.0001419
fis	-1.787	0.003
fadA	0.348	0.565
pdxB	-0.025	1.0
hisG	0.973	3.138e-06
elbB	-0.101	0.951
ydgH	0.2	0.104
spr	-1.014	0.336
manZ	0.793	0.065
thiG	0.333	0.086
fabF	-0.182	0.284
rho	-0.148	0.485
luxS	1.263	6.679e-06
speA	0.493	0.028
sodA	-0.246	0.128
sdhB	-0.495	0.002
pdxJ	0.263	0.478
tsr	-2.677	0.0
wrbA	2.888	1.045e-09
pyrG	-0.444	0.007
ybiT	-0.136	0.418
amn	1.419	0.017
