protein	log2FC	p-val
mug	1.081	0.017
yfcZ	0.155	0.855
fdx	0.19	0.269
ecnB	1.558	0.00012
gltL	0.581	0.064
dppD	0.218	0.947
amn	1.252	0.066
udp	0.57	0.064
metL	-0.678	0.204
wrbA	1.519	1.084e-06
gst	0.482	0.045
ilvI	0.197	0.491
pdxJ	-0.076	1.0
dnaN	-0.109	0.812
pdxH	-0.104	0.889
dhaK	0.845	0.044
acrA	0.194	0.342
fliF	-0.076	0.906
hns	-0.016	1.0
apt	-0.514	0.005
lgt	0.113	0.797
yibN	-0.001	0.975
ftnA	0.202	0.471
zapB	-0.153	0.262
yceH	1.032	0.002
rcsB	0.09	0.718
gcd	-0.95	1.0
ispG	-0.107	0.686
cpxR	0.434	0.009
proS	-0.217	0.149
lon	0.173	0.399
ppiB	-0.106	0.562
minE	0.292	0.164
pheT	0.211	0.077
sodA	-0.08	0.774
ycgR	-1.966	0.0004
pepN	0.242	0.196
rplQ	-0.025	1.0
glpQ	0.421	0.012
codA	-0.597	0.027
nusG	-0.034	0.896
cspE	-0.252	0.082
cysE	0.304	0.249
glyS	-0.026	0.679
trpA	0.149	0.45
nemA	0.193	0.855
ybiC	0.101	0.523
pgm	0.088	0.678
dhaM	-0.314	0.407
pifC	-0.139	0.459
accB	-0.043	0.918
aceA	0.029	0.663
tktA	-0.111	0.116
erpA	-0.078	0.769
rplC	-0.639	2.328e-05
glgA	0.61	0.028
argC	0.607	0.031
thrS	-0.237	0.253
rof	0.625	0.022
acs	-0.261	0.022
eno	-0.084	0.488
hisG	0.348	0.007
acpP	0.22	0.399
pepA	0.138	0.517
argG	0.347	0.0002115
yieF	0.582	0.038
carA	0.019	0.695
traT	0.022	1.0
rplB	-0.341	9.785e-05
clpX	-0.101	0.588
fklB	-0.236	0.373
yggE	0.604	0.041
yaeT	0.007	0.836
aroA	-0.122	0.684
lptB	0.034	0.84
kdgR	-0.193	0.378
yraP	0.233	0.389
secD	-0.442	0.087
lysS	-0.215	0.046
galM	0.105	0.554
degQ	-0.13	0.588
flgE	-0.845	0.034
kdsA	0.373	0.192
lacZ	0.007	0.428
rpsS	-0.237	0.14
uspA	0.095	1.0
tyrS	0.044	0.934
rpoB	-0.029	0.916
accD	-1.144	0.294
oxyR	0.271	0.154
trg	-0.483	0.087
rpmC	-0.382	0.003
fhuA	-0.315	0.15
fadE	0.364	0.238
thiB	0.016	0.499
purE	-0.145	0.901
infB	-0.202	0.046
rpsG	-0.276	1.848e-05
ribH	0.132	0.376
trpS	0.201	0.13
argA	0.303	0.135
murA	-0.019	0.873
yicC	-0.132	0.505
galU	0.249	0.254
rho	0.017	0.783
cysB	0.614	0.2
arnB	0.415	0.006
recA	-0.11	0.682
engD	-0.315	0.014
ompA	0.091	0.168
ynfB	0.174	0.718
artJ	0.322	0.001
nfuA	0.029	0.904
trpE	0.053	1.0
maeB	-0.144	0.545
serA	0.091	0.11
pykF	-0.081	0.484
thiC	0.052	0.685
asnA	0.313	0.253
qor	0.455	0.194
osmY	1.331	0.0001119
trxC	0.002	1.0
ppa	-0.01	0.832
lepA	0.1	1.0
rpsH	-0.296	0.027
tolB	0.229	0.168
oppA	0.24	0.023
lolD	-0.076	1.0
hflK	-0.005	0.691
hisH	0.593	0.008
gcp	-0.103	1.0
mipA	0.029	1.0
pdxB	-0.045	1.0
secA	-0.265	0.271
tar	-0.735	5.267e-09
groL	-0.136	0.006
glcB	-0.12	0.991
nlpD	0.23	0.411
frmA	-0.033	1.0
skp	0.235	0.045
yfgM	-0.067	1.0
ppiD	-0.095	0.456
hupA	0.197	0.044
rpiA	0.244	0.274
acnB	-0.085	0.051
livK	-0.651	0.002
hisP	-0.006	1.0
bcp	0.213	0.05
ycfD	0.317	0.253
metN	0.094	0.985
rbsK	-0.295	0.174
yhbY	-0.047	1.0
kdpB	0.164	0.75
pal	-0.202	0.119
iscS	-0.013	0.984
manZ	0.267	0.323
greA	-0.06	0.857
uspE	0.828	1.916e-06
infC	0.114	0.228
yedD	0.139	1.0
fliG	-1.108	0.002
glmS	-0.157	0.42
cysS	-0.049	0.65
yjjK	-0.06	0.411
panB	-0.35	0.052
ucpA	-0.654	0.431
thiM	-0.039	1.0
rpmA	-0.31	0.364
cusA	-0.263	0.426
topA	-0.211	0.555
upp	-0.456	0.003
trxB	0.192	0.143
rpoA	-0.146	0.015
gpmI	0.189	0.189
gltJ	-0.069	1.0
katG	0.364	5.285e-06
ghrB	0.421	0.012
yajG	-0.313	0.213
ispF	0.824	0.139
fusA	-0.162	0.000119
rbsD	-0.767	0.015
suhB	0.151	1.0
argB	0.554	2.557e-05
speA	0.156	0.151
stpA	-0.586	0.013
purH	-0.401	0.0002924
yahK	1.059	2.011e-06
speD	-0.21	0.378
arnC	0.917	0.04
damX	0.19	0.38
hisJ	-0.096	0.199
rplP	-0.262	0.007
yrbB	0.16	0.52
clpA	0.311	0.201
secB	-0.114	0.849
btuB	-0.326	0.074
rnb	-0.286	0.103
yibL	-0.048	1.0
deoD	-0.071	0.709
trpD	-0.23	0.26
yhcB	0.281	0.068
atpA	-0.061	0.369
glyA	-0.06	0.519
rpsQ	-0.137	0.595
hisI	0.22	0.633
ssb	0.134	0.604
gsp	0.564	0.407
rcsF	0.677	0.025
psd	0.511	0.108
pykA	0.188	0.183
tktB	1.622	0.007
ycfP	0.49	0.066
rpsE	-0.335	0.0001401
purC	-0.512	1.166e-05
luxS	0.832	2.148e-06
efp	-0.182	0.452
modC	-0.459	0.189
gyrA	0.435	0.014
fis	-1.454	0.001
eda	0.035	0.683
yrbF	0.268	0.465
rsgA	0.432	0.338
kdpC	0.314	0.098
nfnB	0.19	0.589
pgi	0.187	0.069
serC	0.063	0.239
rne	-0.471	0.036
glpK	0.53	9.752e-06
ygiF	-0.15	0.846
spr	-0.764	0.092
flgL	-0.151	1.0
ycgK	0.187	0.463
usg	-0.074	0.889
avtA	-0.027	1.0
zipA	0.211	0.41
fbaA	0.096	0.182
sodB	-0.103	0.54
pspA	0.241	0.423
moeA	0.086	1.0
ftsA	-0.332	0.496
manA	-0.239	0.214
btuE	0.634	0.008
fre	-1.298	0.439
yliJ	1.34	0.027
yhgF	-0.711	0.003
fabG	0.079	0.715
hisF	0.619	0.0006747
borD	-0.643	0.0004015
grxB	1.162	0.003
glnB	0.306	0.104
hflX	0.293	0.185
yeeX	0.118	0.374
pepD	0.187	0.149
ackA	0.06	0.408
dld	0.286	0.287
iscR	-0.347	0.05
ldcA	0.664	0.201
lpxD	0.07	1.0
potD	0.11	0.227
ffh	-0.051	0.753
cysK	-0.036	0.488
nuoF	0.296	0.161
gshB	0.157	0.748
pntB	-0.043	0.798
flgK	-0.437	0.383
yggL	0.015	1.0
metF	-0.239	0.015
gltA	0.214	0.0001491
crp	0.184	0.892
ydfG	0.31	0.008
rpoC	0.063	0.21
crl	-0.049	0.85
grpE	-0.178	0.501
sdhB	-0.255	0.036
yhfA	0.653	0.041
pth	-0.042	1.0
rplK	-0.319	0.001
gltX	-0.059	0.931
uspF	-1.837	0.975
prlC	0.493	0.132
putP	-0.366	0.296
fabI	0.165	0.058
rraA	0.904	0.01
cheW	-1.8	0.003
dapB	0.225	0.146
frr	-0.194	0.198
ydgA	0.709	0.028
pfkA	-0.535	0.118
lpdA	0.147	0.033
degP	0.424	0.002
infA	-0.277	0.106
fumA	-0.228	0.119
rpsN	-0.39	0.131
thrA	0.147	0.002
guaC	0.504	0.099
hflC	-0.252	0.554
moaB	0.261	0.417
cirA	-0.592	0.263
sdhA	-0.247	0.002
fur	0.069	0.644
mdoG	0.036	1.0
yajQ	-0.15	0.332
guaA	-0.26	0.026
fliA	-0.967	0.025
rpoD	0.198	0.139
thiF	0.291	0.134
metB	-0.422	0.078
ihfA	0.387	0.001
gor	-0.1	0.954
yfgL	0.037	0.97
cheA	-1.92	1.25e-07
prfA	0.354	0.253
ybiT	-0.17	0.53
rbsA	-0.01	0.715
pyrD	-0.2	0.285
mtnN	0.409	0.044
aroG	-0.121	0.204
minD	0.265	0.066
tsf	-0.103	0.15
ybeD	0.355	0.317
carB	-0.072	0.359
fabB	0.309	0.071
pyrG	-0.237	0.048
sfcA	-0.246	0.496
pheA	0.152	0.591
rpsD	-0.276	1.006e-05
leuB	0.198	0.013
purD	-0.42	0.465
slyA	-0.03	1.0
yceD	-0.061	0.995
ilvC	-0.423	1.348e-05
rpsL	-0.17	0.232
rplS	-0.391	0.01
ompC	2.128	0.0
alaS	-0.096	0.579
gsiB	0.397	0.34
mdh	0.169	0.0002422
accC	-0.101	0.378
tas	1.25	0.000718
serS	0.037	0.624
purU	-0.262	0.142
hisC	0.539	0.0002643
yhbS	0.591	0.113
dut	0.082	0.661
pyrC	-0.266	0.187
lpp	-0.184	0.161
glpD	0.218	0.208
sspA	-0.017	1.0
tig	-0.262	0.003
cusR	0.192	0.684
ydiJ	-0.749	0.01
hinT	0.453	0.051
rpsF	-0.459	0.021
mscS	1.128	6.163e-05
ilvG	-0.1	0.495
gltD	-0.652	4.796e-05
rpsP	0.117	0.672
gpmA	-0.047	0.644
zwf	0.067	0.367
lysC	0.468	2.918e-10
ilvB	0.018	0.84
aspS	-0.063	0.58
yfcD	-0.054	1.0
aspC	0.099	0.134
glk	-0.485	0.1
nadE	0.489	0.009
sucA	-0.18	0.002
gapA	0.048	0.627
ygdH	0.377	0.276
rplO	-0.385	0.0003115
guaB	-0.358	0.001
metK	0.211	0.0003408
ptsG	-0.408	0.013
fabZ	-0.045	0.653
atpF	-0.356	0.051
sohB	0.508	0.135
ydgH	0.272	0.033
rpsC	-0.242	0.003
icd	-0.067	0.433
mglB	0.229	0.244
surA	0.148	0.389
copA	-0.116	0.843
argI	0.697	3.307e-06
ftsZ	0.126	0.133
pckA	-0.041	0.669
rpsT	-0.41	0.0002931
fadL	0.247	0.369
nuoC	0.119	0.311
yihI	-0.002	1.0
rplE	-0.282	0.0001672
nuoG	0.012	1.0
nadB	0.149	1.0
yfeX	0.168	0.497
glnA	0.153	0.071
dcp	0.382	0.251
atpD	-0.11	0.138
ppsA	0.125	0.163
hldD	0.128	0.355
sucC	-0.011	0.861
yuaX	-0.129	0.832
arnA	0.448	0.002
pdxK	0.017	1.0
slyB	0.492	0.004
nifU	-0.043	0.851
moaC	0.662	0.059
livG	-0.593	0.083
ilvH	0.074	0.647
ahpF	-0.121	0.821
ileS	-0.086	0.858
hslV	0.023	1.0
grcA	0.278	0.057
ompX	0.297	0.096
dacA	0.13	0.716
rplD	-0.229	0.029
sufC	-0.716	0.634
aroK	-0.156	0.441
uspG	0.559	0.065
ppc	0.154	0.0002923
ilvD	0.032	0.78
purM	-0.584	0.0001056
ychN	0.965	0.437
hisA	0.09	0.606
nusA	-0.118	0.153
sopA	-0.013	1.0
livJ	0.094	0.413
hupB	-0.025	0.738
metA	0.281	0.004
asnS	-0.09	0.246
talB	-0.15	0.328
yeiP	-0.335	0.457
leuC	0.168	0.081
glnS	-0.121	0.43
glnH	-0.097	0.415
fadB	0.184	0.549
cysI	-0.351	0.0005772
cysM	-0.176	0.418
ybaB	-0.167	0.686
leuA	0.251	0.002
cheZ	-1.678	9.207e-07
rpsM	-0.334	0.004
yeeZ	0.505	0.182
thiD	0.156	0.781
rplN	-0.31	0.114
rplY	-0.102	0.206
pheS	0.152	0.593
ilvN	0.641	0.083
cueO	-0.007	1.0
mukE	0.19	0.662
pgk	-0.004	0.971
rpmE	-0.426	0.0009938
lpxA	-0.035	1.0
argT	0.233	0.204
rpoN	0.107	0.958
yfgD	-1.163	0.03
katE	0.863	0.0002539
yifE	0.141	0.438
nrdB	0.3	0.407
yqjD	1.139	0.001
htpG	-0.077	0.449
asd	0.232	8.025e-05
atpG	-0.039	0.544
cysA	-0.362	0.2
ahpC	0.161	0.023
elaB	1.474	0.006
cysJ	-0.495	4.181e-05
purR	-0.386	0.06
can	0.175	0.07
ybcJ	-0.559	0.144
hisS	-0.129	0.179
fliY	0.049	0.89
fbp	-0.209	0.544
pepB	-0.179	0.436
cysC	-0.306	1.0
argE	0.471	2.577e-05
oppD	0.259	0.698
asnB	0.328	0.009
prs	0.066	0.414
cheY	-0.793	0.025
folE	0.259	0.788
cyoA	0.089	0.434
gpt	0.203	1.0
srmB	-1.198	0.002
pncB	-0.167	0.821
murE	0.126	0.367
cydA	0.764	0.012
btuR	0.081	0.937
ybbN	0.099	0.829
purF	-0.287	0.138
gdhA	0.329	0.528
nlpB	0.203	0.221
rplV	-0.268	1.898e-05
proC	-0.082	1.0
rplR	-0.254	0.195
purA	0.061	0.488
dcyD	0.249	0.367
cyaY	-0.762	0.041
panC	0.217	0.113
crr	0.208	0.025
fliZ	-0.7	0.061
rpmG	-0.353	0.072
valS	-0.073	0.506
thiL	-0.019	1.0
bglX	-0.12	0.815
pflB	0.216	0.008
mrp	0.018	1.0
argH	0.447	0.006
ompF	-0.25	0.01
thiH	-0.567	0.201
tpiA	0.247	0.158
purB	-0.176	0.341
rbsB	0.173	0.084
yjcZ	-1.008	0.001
yebF	1.109	0.004
gshA	0.229	0.408
gcvP	-0.255	0.396
flu	-0.035	0.895
polA	-1.068	0.233
tpx	-0.272	0.00083
cspD	-0.11	0.738
metG	0.13	0.288
fabD	0.263	0.132
glmU	-0.039	1.0
rplI	-0.354	9.875e-06
pntA	-0.011	0.653
pepP	0.387	0.11
sucD	-0.094	0.214
ftsY	0.081	1.0
metE	-0.486	0.0
ybgI	0.371	0.009
ydjN	-0.176	0.318
gmhA	0.036	1.0
hslU	-0.066	0.769
pmbA	0.07	1.0
hisB	0.818	1.315e-07
rpe	0.541	0.123
fkpA	0.054	0.633
rplF	-0.3	9.105e-05
msbA	0.141	0.771
sppA	-0.039	1.0
yfdH	-0.165	0.5
cstA	-0.899	0.11
bfr	0.76	0.035
adk	0.093	0.677
rpsI	-0.306	0.022
arcA	0.124	0.456
rpsB	-0.38	9.011e-09
acnA	0.666	0.0003472
ydhR	-0.184	0.58
prfC	-0.101	0.536
yggX	0.049	1.0
yhbJ	0.39	0.147
clpB	0.453	3.249e-05
yfiF	0.393	0.113
atpC	-0.243	0.184
purT	-0.798	0.004
engA	0.113	0.814
yaiE	-0.686	0.245
yahO	1.436	0.002
yfcB	0.376	0.144
gltB	-0.829	0.0
fliC	-1.412	0.0
prfB	-0.145	0.657
coaBC	0.284	0.448
rplM	-0.269	0.118
cysN	-0.661	1.991e-05
tap	-1.26	9.385e-09
aer	-0.332	0.681
groS	0.141	0.455
rpsK	-0.289	0.064
thrC	0.192	0.001
ldhA	0.13	0.644
dppA	-0.111	0.573
nagE	-0.581	0.174
ndk	-0.726	1.088e-10
yfbQ	0.483	0.331
rpmH	-0.327	0.096
dcrB	0.225	0.299
fbaB	1.363	4.604e-05
tdk	0.823	0.128
rpsJ	-0.282	0.019
htpX	-0.241	0.558
ilvE	0.073	0.094
elbB	0.066	1.0
grxD	0.113	0.503
aceE	0.304	2.183e-07
hemL	0.123	0.337
rplL	-0.347	0.128
pnp	0.009	0.595
dnaK	-0.115	0.03
cspC	-0.171	0.111
yfiO	0.403	0.117
mglA	0.43	0.41
rpsA	-0.288	7.449e-09
serB	0.241	0.677
hldE	0.12	0.678
acrB	-0.079	0.856
hisD	0.251	0.017
accA	-0.12	0.414
rplJ	-0.18	0.198
yjgF	0.114	0.679
fabF	-0.053	0.952
rpoZ	0.077	0.796
dapA	0.089	0.875
leuD	0.038	0.662
yraL	0.22	0.426
ybgF	-0.025	0.992
ompR	0.473	0.143
aldA	-0.214	0.029
rpsU	-0.419	0.01
ybeZ	0.002	1.0
actP	0.424	0.668
panD	-0.282	0.085
ytfP	0.306	0.191
nmpC	-0.917	2.083e-13
nrdA	0.077	0.662
rpsR	-0.267	0.153
rpmB	-0.422	0.037
cysP	-0.168	0.787
ydjA	0.344	0.397
ghrA	-0.0004739	0.871
rplT	-0.29	0.019
rng	0.881	0.073
metH	-0.053	0.501
atpH	-0.143	0.25
rplA	-0.425	1.738e-06
trmJ	0.06	1.0
argS	-0.117	0.609
yrbD	0.01	0.95
gabT	0.845	0.049
solA	0.003	0.639
lrp	-0.037	0.807
osmC	1.385	2.404e-08
yfbU	0.327	0.075
tolQ	0.067	1.0
nagD	0.271	0.404
malE	-0.333	0.561
gnd	0.403	6.392e-09
metC	0.143	0.705
proQ	0.301	0.079
ubiE	-0.075	0.478
purL	-0.324	0.0006411
ompT	-0.089	0.497
tufA	-0.268	1.634e-07
adhE	0.384	2.286e-06
rffA	0.311	0.416
yaaA	0.362	0.286
yidA	0.161	0.588
ptsI	0.004	0.993
leuS	-0.086	0.481
trpB	-0.292	0.287
aceF	0.324	5.44e-06
yeaD	-0.078	0.552
argD	0.25	0.016
trxA	0.319	0.002
pepQ	0.257	0.1
yqhD	0.569	0.362
flgN	-2.475	2.886e-05
hslO	-0.04	0.878
