protein	log2FC	p-val
melA	0.988	0.005
cstA	2.179	5.673e-06
flgK	0.522	0.027
hisH	0.18	0.373
dapA	0.282	0.09
yifL	0.191	0.47
accB	0.111	1.0
yedF	0.868	0.002
prfB	-0.072	0.921
grxD	-0.116	0.364
rpmC	-0.187	0.14
rplD	-0.294	0.001
gltX	-0.028	0.752
serA	-0.874	1.333e-09
fliZ	0.587	0.009
accC	0.254	0.12
cyoA	-0.054	0.649
ffh	-0.071	0.558
motA	-1.849	0.692
yaeT	0.533	8.27e-05
oxyR	0.126	0.683
arnA	0.222	0.193
pepP	0.684	0.031
rplS	-0.387	0.011
minE	0.487	0.023
fnr	0.28	0.499
hisP	-0.068	1.0
yjeI	0.649	0.013
dppA	0.893	0.0
leuC	0.215	0.008
prfC	-0.199	0.583
ghrA	0.016	1.0
ysgA	1.105	0.057
ybeD	0.092	1.0
yjcH	3.023	0.00068
aspS	-0.11	0.197
yhgF	-0.17	0.457
hsdR	0.219	0.521
nlpA	0.106	0.459
glnA	-0.331	5.367e-06
yicC	0.156	0.735
cysD	-0.624	0.009
rplN	-0.421	0.004
speA	-0.123	0.983
lepA	-0.178	1.0
hemL	-0.02	0.985
surA	0.165	0.463
metK	-0.234	0.0004444
grxC	0.146	0.554
prs	0.12	0.108
aer	0.126	0.512
argG	-0.586	6.595e-13
fliC	0.393	1.402e-11
gltJ	0.558	0.093
guaA	-0.482	5.069e-05
yhcB	0.301	0.02
flgE	0.299	0.015
rpoZ	0.002	0.851
cysN	-0.535	2.473e-05
gmhA	0.356	0.187
rpsK	-0.141	0.21
dcp	0.556	0.064
yuaY	1.259	0.0002643
cheA	0.521	1.181e-10
grpE	0.073	0.493
groS	0.079	0.612
rpoB	0.04	0.273
gapA	-0.382	2.366e-10
tyrB	0.446	0.001
yaiE	0.262	0.499
clpX	0.045	0.818
glpK	0.505	0.285
lptB	0.288	1.0
yniC	0.331	0.258
yceI	-0.043	1.0
rplI	-0.321	9.92e-05
rpmB	-0.344	0.022
metG	-0.044	0.851
deoD	0.421	0.019
rpsA	-0.197	8.19e-05
leuS	-0.114	0.241
yuaX	1.643	0.022
deoB	1.474	0.033
aceE	-0.342	2.031e-12
ftsZ	0.023	0.463
glyQ	0.217	0.529
adk	-0.079	0.757
rpmF	-0.435	0.038
rpe	0.627	0.126
pdxK	0.109	0.965
gpt	-0.093	1.0
cysE	0.557	0.071
nusA	-0.01	0.86
fabH	-0.519	0.048
purF	-0.186	0.15
rcsB	0.213	0.213
recA	0.2	0.119
ydgA	-0.216	0.873
metC	0.074	1.0
acrB	-0.182	0.698
atpC	0.399	0.019
fusA	-0.138	0.001
bcp	0.06	0.748
agp	1.908	0.014
rne	-0.035	0.616
fadA	2.31	0.0001796
clpB	0.375	0.023
pfkA	-0.214	0.157
trpA	-0.359	0.006
atpD	0.145	0.004
rpsN	-0.143	0.474
yqjD	1.267	0.009
thiC	-0.093	0.526
yraP	0.687	0.031
pepD	0.178	0.182
yrbD	0.372	0.324
hslU	-0.261	0.046
mglC	0.362	0.553
solA	0.176	0.901
purB	-0.137	0.322
thrS	-0.0007919	0.998
tyrS	-0.038	0.51
yibN	-0.034	0.924
flgN	0.262	0.105
thrC	-0.176	0.002
tolB	0.177	0.604
codA	0.105	0.724
secB	0.431	0.02
xthA	0.045	1.0
rpmG	-0.245	0.231
psd	0.419	0.365
rplP	-0.343	0.0001012
rplF	-0.228	0.0004336
glnQ	0.637	0.239
hslV	-0.104	0.842
degP	1.02	1.368e-08
asnB	0.046	0.849
phoP	-0.132	0.783
uspF	1.342	0.002
metJ	0.019	0.664
thrA	-0.243	9.475e-05
amn	0.419	0.184
ilvB	0.657	0.002
thiG	0.191	0.317
proS	-0.117	0.21
galM	-0.22	0.043
arcA	0.784	9.057e-07
fis	-0.662	0.004
rpsQ	-0.195	0.622
deaD	0.093	1.0
aceB	0.982	0.086
efp	-0.05	1.0
lpdA	0.165	0.001
elaB	2.16	0.004
ybgF	-0.201	0.643
tktA	0.034	0.448
ppsA	0.785	1.211e-11
secD	0.167	0.431
greA	0.088	0.926
fabD	0.048	0.799
rplT	-0.313	0.005
fumC	0.948	0.0001656
talB	-0.121	0.139
nfuA	0.111	0.434
ompA	-0.122	0.009
crl	0.161	0.781
nlpB	0.501	0.0003099
traT	0.677	2.09e-06
serS	-0.119	0.414
ilvG	0.095	0.614
glcB	1.382	8.708e-06
ompT	0.168	0.095
flgG	0.389	0.228
pepA	0.332	0.116
lpp	0.127	0.231
pgk	-0.181	0.001
